"sname"	"Nmax"	"numclones"	"Nevent"	"tevent"	"s"	"pctfit"	"clonetime"	"clonemuts"	"br"	"dr"	"mu"	"b"	"d"	"tend"	"clonalmuts"	"area"	"area_pval"	"Dk"	"Dk_pval"	"meanD"	"meanD_pval"	"rsq"	"rsq_pval"	"fmin"	"fmax"	"det_limit"	"ploidy"	"read_depth"	"num_muts"	"draw"
"10"	10000	2	"1237,1238"	"10.768683164100334,6.220002196070234"	"8.350610886341318,5.404486023582046"	"0.6592,0.0249"	"10.769037176591885,10.771642342721846"	"139,132"	"0.6931471805599453,6.481349572380616,4.4392514301814705"	"0.0,0.0,0.0"	7.693395669142432	0.6931471805599453	0.0	12.119903998597543	921	0.38887716003421613	0.0	0.7506170383940434	0.0	0.5544595409039781	0.0	0.3828145130342443	0.0	0.02	0.6	0.02	2	1200.0	1347.0	64.0
"10"	10000	2	"363,364"	"6.526765119795649,2.8297753935013734"	"6.349638876654964,7.958957271045656"	"0.2586,0.6536"	"6.5349159189733825,6.542795615166473"	"72,93"	"0.6931471805599453,5.094381465487152,6.209875973182317"	"0.0,0.0,0.0"	7.034248538820039	0.6931471805599453	0.0	7.82186030706895	895	0.40466490752274237	0.0	0.7186210143706913	0.0	0.5441761095341213	0.0	0.4029262803443453	0.0	0.02	0.6	0.02	2	1200.0	1307.0	61.0
"10"	10000	2	"170,171"	"8.594088065104728,7.494744742721537"	"6.821537559742975,7.1876919318602726"	"0.2423,0.7172"	"8.600482354241802,8.619507869918476"	"47,112"	"0.6931471805599453,5.421476707179558,5.675275577862359"	"0.0,0.0,0.0"	6.724801707772988	0.6931471805599453	0.0	9.924954990547752	884	0.38689984678671213	0.0	0.7278553927667193	0.0	0.5413739315042553	0.0	0.3946674946095532	0.0	0.02	0.6	0.02	2	1200.0	1316.0	57.0
"10"	10000	2	"1414,1415"	"9.041763661886385,7.098782575016997"	"7.703193891289996,0.4606504348457383"	"0.6032,0.0002"	"9.044136147675538,9.044520451514448"	"142,151"	"0.6931471805599453,6.0325943076141995,1.0124457306969816"	"0.0,0.0,0.0"	6.941948524588362	0.6931471805599453	0.0	10.558352805718124	902	0.39200295577161975	0.0	0.7510730326881929	0.0	0.5528178538066854	0.0	0.38924911977595467	0.0	0.02	0.6	0.02	2	1200.0	1312.0	65.0
"10"	10000	2	"634,635"	"9.830987234478435,9.274764520507425"	"7.619899823196192,7.447321016298123"	"0.62,0.2317"	"9.832541519923574,9.832622822644929"	"103,64"	"0.6931471805599453,5.974859259157611,5.8552367457318155"	"0.0,0.0,0.0"	6.319876900337686	0.6931471805599453	0.0	11.090383958451238	908	0.3884308722834115	0.0	0.7292716247910395	0.0	0.5440000024399778	0.0	0.393185572844053	0.0	0.02	0.6	0.02	2	1200.0	1317.0	65.0
"10"	10000	2	"665,666"	"10.387550687624245,1.3373745829534371"	"7.548612687061206,8.280881470508604"	"0.4873,0.3402"	"10.390220059211332,10.392703873687143"	"76,120"	"0.6931471805599453,5.9254467817354515,6.433016824394078"	"0.0,0.0,0.0"	7.690731450291892	0.6931471805599453	0.0	11.779331765409777	928	0.39719753343421454	0.0	0.721133418150776	0.0	0.5500511820999341	0.0	0.39129936078624417	0.0	0.02	0.6	0.02	2	1200.0	1333.0	64.0
"10"	10000	2	"332,333"	"6.824953422055557,1.4037899668375338"	"4.90570973989447,5.972379489545458"	"0.2818,0.5987"	"6.827475997636605,6.834782778346556"	"67,55"	"0.6931471805599453,4.0935260554132595,4.832885184972424"	"0.0,0.0,0.0"	4.732950667561359	0.6931471805599453	0.0	8.639323691127391	949	0.4117930083505797	0.0	0.7502312684578695	0.0	0.5729964477901914	0.0	0.3843947231324266	0.0	0.02	0.6	0.02	2	1200.0	1274.0	59.0
"10"	10000	2	"952,953"	"8.696083600482194,1.885647952294021"	"6.038923677045686,9.843538416156193"	"0.2691,0.4464"	"8.696506914882574,8.696583051803387"	"170,142"	"0.6931471805599453,4.87901010092086,7.51616808045212"	"0.0,0.0,0.0"	7.250619060855506	0.6931471805599453	0.0	10.249291173467999	892	0.3989651871871077	0.0	0.7339987468292898	0.0	0.5567134395963093	0.0	0.38912875198636787	0.0	0.02	0.6	0.02	2	1200.0	1313.0	59.0
"10"	10000	2	"511,512"	"6.484741529630967,4.9265966737972855"	"8.930287422615038,8.792710198477792"	"0.2042,0.6783"	"6.48793011487123,6.487931045931714"	"84,129"	"0.6931471805599453,6.883150729135499,6.787789464115503"	"0.0,0.0,0.0"	5.95531111589879	0.6931471805599453	0.0	7.706709365232452	904	0.40873632962039863	0.0	0.7683608704478135	0.0	0.5717104855232519	0.0	0.3818665375296454	0.0	0.02	0.6	0.02	2	1200.0	1290.0	64.0
"10"	10000	2	"112,113"	"5.533095284404747,4.29898924225209"	"9.572506419029203,7.561166401299214"	"0.7261,0.2466"	"5.557471345572769,5.558332476997569"	"75,53"	"0.6931471805599453,7.328303015802016,5.934148353365083"	"0.0,0.0,0.0"	6.32783639596058	0.6931471805599453	0.0	6.85648035464903	954	0.3951229036653683	0.0	0.7510339598964734	0.0	0.5625864022261284	0.0	0.3805922872496911	0.0	0.02	0.6	0.02	2	1200.0	1319.0	61.0
