pval,areametric,Dkmetric,invrsqmetric,meanDmetric
0.503,0.049315383,0.110403397,0.007484024,0.048736416
0.502,0.049439683,0.110565075,0.007507126,0.048827947
0.501,0.049559033,0.110719912,0.007528992,0.048920507
0.5,0.049677488,0.110878601,0.007551501,0.049006858
0.499,0.04979659,0.111033843,0.007574541,0.049099525
0.498,0.049909399,0.111181371,0.007596995,0.049192978
0.497,0.050034438,0.11133935,0.007618793,0.049280423
0.496,0.05015015,0.111494253,0.00764251,0.049369159
0.495,0.050270907,0.111642207,0.007667134,0.049454745
0.494,0.050396349,0.111802233,0.007691335,0.049541057
0.493,0.050515914,0.11196347,0.007714416,0.049625072
0.492,0.05063514,0.112121212,0.007736824,0.049717548
0.491,0.050753687,0.112280702,0.007758693,0.049810671
0.49,0.050870627,0.112430952,0.007781016,0.049899511
0.489,0.050985615,0.112577298,0.007806343,0.049987679
0.488,0.051100505,0.112739616,0.0078296,0.05008683
0.487,0.051213751,0.112900433,0.007854841,0.05017885
0.486,0.05133059,0.113073859,0.007878526,0.050264895
0.485,0.051444731,0.113242009,0.007902626,0.050359856
0.484,0.051567545,0.113388112,0.007926191,0.050457558
0.483,0.051681279,0.11354355,0.007949075,0.050548639
0.482,0.051791603,0.113716426,0.007974167,0.050643554
0.481,0.051915482,0.113879675,0.007997673,0.050738103
0.48,0.052030695,0.114040452,0.008022734,0.050841928
0.479,0.052156537,0.114207079,0.008047628,0.050931638
0.478,0.05227201,0.114358974,0.00807116,0.051022294
0.477,0.052387887,0.114520004,0.00809485,0.051112424
0.476,0.052510081,0.114688566,0.008119879,0.0512086
0.475,0.052627105,0.11484202,0.008143982,0.051300506
0.474,0.05273792,0.115005623,0.008166911,0.051390788
0.473,0.052857012,0.115159724,0.008190723,0.051486297
0.472,0.052974793,0.115323225,0.008215008,0.051583208
0.471,0.05309305,0.11547619,0.008239573,0.051687381
0.47,0.053204873,0.115632099,0.008263604,0.051775093
0.469,0.053320003,0.115789474,0.008289239,0.051872532
0.468,0.053442294,0.115953459,0.008312653,0.051962455
0.467,0.053560409,0.116120473,0.008337482,0.052054131
0.466,0.053681226,0.116287879,0.008362377,0.052142913
0.465,0.053796783,0.116460318,0.008386324,0.052244452
0.464,0.0539139,0.116629833,0.008411947,0.052339932
0.463,0.054039369,0.116755281,0.008439134,0.052439685
0.462,0.054155603,0.116934046,0.008463974,0.052535112
0.461,0.054279589,0.117101449,0.008489909,0.052632662
0.46,0.054393948,0.117261905,0.008515344,0.052733604
0.459,0.054517396,0.117434973,0.008538194,0.052830214
0.458,0.054647999,0.117595836,0.00856315,0.052923856
0.457,0.054766745,0.117767338,0.008588821,0.0530252
0.456,0.054887269,0.117941303,0.008615081,0.05312277
0.455,0.055009005,0.11811462,0.008641879,0.053222071
0.454,0.055136108,0.118264167,0.00866686,0.053323506
0.453,0.055256858,0.118423276,0.008691501,0.053421393
0.452,0.055391322,0.118584071,0.00871725,0.053520233
0.451,0.05550974,0.11876288,0.008742837,0.053615847
0.45,0.055629559,0.118945406,0.008767447,0.05372142
0.449,0.055755085,0.119090909,0.008792838,0.053813171
0.448,0.055882878,0.119265204,0.008817391,0.053909652
0.447,0.056004757,0.119424879,0.00884432,0.054009235
0.446,0.056127097,0.119593722,0.008870823,0.054112272
0.445,0.056251112,0.119780506,0.008896113,0.054220763
0.444,0.056377717,0.119945861,0.008923487,0.05431669
0.443,0.056497059,0.120114253,0.008949945,0.05441845
0.442,0.056618853,0.120274195,0.008976835,0.054517784
0.441,0.056742113,0.120447571,0.009002314,0.054622004
0.44,0.056870571,0.12060952,0.00902853,0.054719635
0.439,0.056993489,0.120784314,0.00905575,0.05481742
0.438,0.057120578,0.120943294,0.009083225,0.054919625
0.437,0.057232673,0.121114146,0.009111715,0.05501927
0.436,0.057354373,0.121288515,0.009137002,0.055129619
0.435,0.057477909,0.121461187,0.009163926,0.055234694
0.434,0.057608667,0.121616377,0.009192565,0.055334964
0.433,0.05773296,0.121794872,0.009220106,0.05543269
0.432,0.05786567,0.121976583,0.009246652,0.05553206
0.431,0.057997629,0.122157612,0.00927385,0.055637364
0.43,0.058126862,0.122318878,0.009301216,0.055742082
0.429,0.05824777,0.122496642,0.009328853,0.055843428
0.428,0.058376666,0.122667197,0.009356383,0.055955973
0.427,0.058499762,0.122835414,0.009384679,0.056065302
0.426,0.058627273,0.123015802,0.00941155,0.056168258
0.425,0.058763419,0.123186388,0.009439097,0.056270235
0.424,0.058883599,0.123344209,0.009469822,0.056369803
0.423,0.059014606,0.123525223,0.009498393,0.056475556
0.422,0.059142634,0.123697576,0.009527459,0.056582283
0.421,0.059266328,0.123874993,0.009555001,0.056690948
0.42,0.059395291,0.124059828,0.009585195,0.056795169
0.419,0.05952262,0.124242424,0.009613153,0.056902358
0.418,0.059651785,0.124416433,0.009641603,0.057008473
0.417,0.059781659,0.124589269,0.009669874,0.05711786
0.416,0.059917282,0.124772606,0.009698643,0.057231788
0.415,0.060058595,0.124958796,0.009726421,0.057335799
0.414,0.060183693,0.125122224,0.009755822,0.057443292
0.413,0.060315781,0.125310834,0.009783869,0.05754785
0.412,0.060451949,0.125490196,0.009814438,0.05765145
0.411,0.060585803,0.125662572,0.009841598,0.05775363
0.41,0.060715247,0.125843804,0.009870961,0.057861489
0.409,0.060843334,0.126017153,0.009900195,0.057973534
0.408,0.060972559,0.126190476,0.009929604,0.058095801
0.407,0.061113644,0.126380368,0.009958914,0.058202332
0.406,0.061244582,0.126556951,0.009989409,0.058316061
0.405,0.061382787,0.126739085,0.010019871,0.058422768
0.404,0.061519861,0.12691914,0.010052221,0.058537372
0.403,0.061650007,0.127105847,0.010082235,0.058647874
0.402,0.061786247,0.127294219,0.010111221,0.058766459
0.401,0.061928529,0.127483167,0.010141772,0.058875558
0.4,0.062066012,0.127658159,0.010172229,0.058982341
0.399,0.062195123,0.127850877,0.010204784,0.059092279
0.398,0.062327351,0.128033332,0.0102363,0.05921653
0.397,0.062470032,0.128205128,0.010267713,0.059325534
0.396,0.06260264,0.128388496,0.010296932,0.059432851
0.395,0.062736741,0.128571429,0.010329827,0.059533588
0.394,0.062872428,0.12875273,0.010361398,0.059638729
0.393,0.063011353,0.128933256,0.010392764,0.059745693
0.392,0.063135879,0.129128908,0.010423921,0.059857033
0.391,0.063267133,0.129315845,0.01045354,0.059967539
0.39,0.063405586,0.129510125,0.010484566,0.060075234
0.389,0.063540069,0.129693472,0.010515673,0.060193892
0.388,0.063674468,0.129900424,0.010547355,0.060307018
0.387,0.063809671,0.130110959,0.010576797,0.060424815
0.386,0.063941688,0.13030017,0.010607042,0.060537543
0.385,0.064081309,0.13046595,0.010639451,0.060654445
0.384,0.064216583,0.130666667,0.010670539,0.060773762
0.383,0.064354546,0.130860819,0.010700308,0.060886197
0.382,0.064492234,0.131049564,0.01073168,0.06099737
0.381,0.064625177,0.131236168,0.010763568,0.061112658
0.38,0.064757832,0.131411433,0.010793167,0.061243569
0.379,0.06490349,0.13160996,0.010827431,0.061358755
0.378,0.065039431,0.131808914,0.010861507,0.061475664
0.377,0.065171222,0.132001708,0.010892916,0.061601163
0.376,0.065311793,0.132199546,0.010924907,0.061718219
0.375,0.065455648,0.132384488,0.010956496,0.061831955
0.374,0.065595777,0.132581352,0.010989081,0.061952773
0.373,0.065739773,0.132803014,0.011022484,0.062074147
0.372,0.065876806,0.132999262,0.01105432,0.062192283
0.371,0.066016013,0.133221966,0.011087596,0.062311349
0.37,0.066145473,0.133333333,0.011120948,0.062431984
0.369,0.066294733,0.133542197,0.0111529,0.06254631
0.368,0.066436636,0.133763217,0.011185023,0.062662526
0.367,0.066582165,0.133969988,0.011219129,0.062781732
0.366,0.066728209,0.134165427,0.011249781,0.0628963
0.365,0.066873652,0.134358974,0.011283358,0.063014031
0.364,0.067021366,0.134552279,0.011315876,0.063137367
0.363,0.06716398,0.134751773,0.011348675,0.063262031
0.362,0.067319364,0.134945472,0.011383571,0.063388976
0.361,0.067466919,0.135159817,0.011419401,0.063502974
0.36,0.067596167,0.135367636,0.011452338,0.063628054
0.359,0.067743306,0.135582445,0.011486863,0.063749564
0.358,0.067890616,0.135785806,0.011521225,0.063870709
0.357,0.068034983,0.135984848,0.011556472,0.063996788
0.356,0.068190953,0.136181583,0.011594734,0.064111982
0.355,0.068329853,0.136367373,0.011627947,0.064236685
0.354,0.068480268,0.136575099,0.011661013,0.064357783
0.353,0.068619009,0.136764419,0.011692869,0.064484326
0.352,0.06876722,0.136974405,0.011728898,0.064615738
0.351,0.068906237,0.137165608,0.011763496,0.064745385
0.35,0.069057689,0.137352662,0.011797698,0.064870173
0.349,0.069205017,0.137552743,0.011833675,0.064994025
0.348,0.069345426,0.137767524,0.011872816,0.065125271
0.347,0.06949004,0.137981172,0.011909499,0.065249586
0.346,0.069639573,0.138165639,0.011948128,0.065377009
0.345,0.069774114,0.138377276,0.011984151,0.065502855
0.344,0.069920811,0.138570463,0.012020793,0.065627715
0.343,0.070067738,0.138766854,0.012054818,0.065754013
0.342,0.07021476,0.138969505,0.012089786,0.06587675
0.341,0.070370148,0.1391746,0.012122791,0.066002863
0.34,0.070519861,0.139371233,0.012157464,0.066126501
0.339,0.07066173,0.139575208,0.012195633,0.066256608
0.338,0.070815934,0.139786016,0.012232547,0.066385738
0.337,0.070970375,0.14,0.01227005,0.066516947
0.336,0.071124395,0.140225099,0.012307719,0.066645414
0.335,0.071265734,0.140427192,0.012343198,0.066784015
0.334,0.071439271,0.140621385,0.012378259,0.066912081
0.333,0.071589954,0.140827709,0.012414931,0.067044752
0.332,0.071743437,0.141028284,0.012451665,0.067175888
0.331,0.07189311,0.141241661,0.01248841,0.067307819
0.33,0.072043032,0.14145579,0.012524527,0.06744462
0.329,0.072192339,0.141666667,0.012563661,0.067579315
0.328,0.072339484,0.141879125,0.012601517,0.067717471
0.327,0.072496415,0.142093401,0.0126389,0.067857001
0.326,0.072646871,0.142310909,0.012678908,0.06798871
0.325,0.072796049,0.142528736,0.012716063,0.068116789
0.324,0.072946896,0.142745098,0.012752376,0.068249352
0.323,0.073094058,0.142943044,0.012789977,0.068380005
0.322,0.073244524,0.143162727,0.012828127,0.068506025
0.321,0.073388237,0.143378218,0.012866331,0.068638838
0.32,0.073536052,0.143589744,0.012903648,0.068772482
0.319,0.07369341,0.143819883,0.012943972,0.068904141
0.318,0.073847795,0.144038329,0.012983357,0.069040422
0.317,0.073996915,0.144254371,0.013026812,0.06916911
0.316,0.074156382,0.144444444,0.013066369,0.069297287
0.315,0.074309677,0.144675689,0.013107528,0.069437123
0.314,0.07447422,0.14490017,0.013147087,0.06958248
0.313,0.074629617,0.145112782,0.013185596,0.069703243
0.312,0.074788557,0.145315904,0.013224165,0.069837539
0.311,0.074942592,0.145539906,0.013264914,0.069984453
0.31,0.075105979,0.145745073,0.013307456,0.070124763
0.309,0.07527164,0.145945946,0.013347279,0.070266383
0.308,0.075418141,0.146167239,0.013387871,0.070401555
0.307,0.075577508,0.146389986,0.013426017,0.070544961
0.306,0.075737937,0.146629616,0.013467414,0.070685096
0.305,0.075889748,0.146831274,0.013507487,0.070827509
0.304,0.076044928,0.147080333,0.013550599,0.070974777
0.303,0.076212131,0.147331623,0.013593776,0.071117886
0.302,0.076374367,0.147559118,0.013637137,0.071256635
0.301,0.076540884,0.147778282,0.013681788,0.071406477
0.3,0.076710296,0.147991335,0.01372145,0.071547409
0.299,0.076876587,0.148215029,0.013762879,0.071698289
0.298,0.077032207,0.148452444,0.013806675,0.071837096
0.297,0.077200786,0.148684456,0.013848542,0.071982288
0.296,0.077362607,0.148924844,0.013887481,0.072120712
0.295,0.077526249,0.149139386,0.013932604,0.072257642
0.294,0.077694804,0.149393939,0.013974017,0.072409541
0.293,0.077850671,0.149634679,0.014021003,0.072558389
0.292,0.078014318,0.149881101,0.014062263,0.072703505
0.291,0.078185196,0.150089127,0.014108084,0.07285857
0.29,0.078354174,0.15033142,0.014149633,0.073007725
0.289,0.078514232,0.150569118,0.014197031,0.073173308
0.288,0.078680666,0.150809272,0.014243854,0.073314271
0.287,0.078838797,0.151043913,0.014289092,0.073447529
0.286,0.079014366,0.151282051,0.014333537,0.073608762
0.285,0.079180576,0.151515152,0.014377898,0.073756194
0.284,0.079335304,0.151741724,0.014423583,0.073899126
0.283,0.079500724,0.152006433,0.014467409,0.074054619
0.282,0.079676437,0.152244314,0.014512356,0.074201943
0.281,0.079851274,0.15245754,0.014556136,0.074346493
0.28,0.080017286,0.152716314,0.014599857,0.074494904
0.279,0.080185299,0.152955333,0.014647259,0.074656194
0.278,0.080365776,0.153198076,0.014692616,0.074810466
0.277,0.080538696,0.153428877,0.014736104,0.074967854
0.276,0.080708855,0.153663197,0.014782222,0.075117907
0.275,0.080885511,0.153921569,0.014828857,0.075271122
0.274,0.081049209,0.154155548,0.014873006,0.075432293
0.273,0.081222372,0.154385965,0.014922408,0.075585679
0.272,0.081403502,0.154625676,0.014971104,0.075740197
0.271,0.081571009,0.154863997,0.015014953,0.075889461
0.27,0.081750157,0.155102041,0.015061563,0.076049697
0.269,0.081918601,0.155354587,0.015109362,0.076199013
0.268,0.082100382,0.155555556,0.015159975,0.076348312
0.267,0.082283496,0.155833333,0.015208618,0.076496396
0.266,0.082445744,0.156097613,0.015253662,0.076652201
0.265,0.082617164,0.156364435,0.015300374,0.076803139
0.264,0.08278339,0.156631767,0.015350429,0.076957728
0.263,0.082961008,0.156876072,0.015400306,0.077126239
0.262,0.083141507,0.157134945,0.015452736,0.077290073
0.261,0.083315327,0.157396139,0.015502155,0.077462346
0.26,0.083497785,0.157667101,0.0155551,0.077626281
0.259,0.08368165,0.157916327,0.015603987,0.07777966
0.258,0.083856952,0.158190351,0.01565517,0.077944347
0.257,0.084036463,0.158431543,0.015701041,0.078111509
0.256,0.084227895,0.158681778,0.015755669,0.078272077
0.255,0.084414114,0.158963888,0.015806143,0.078441888
0.254,0.084588376,0.159215686,0.015858396,0.07860943
0.253,0.084765553,0.159473124,0.015906535,0.078784242
0.252,0.084951127,0.159713494,0.015956103,0.078950763
0.251,0.085146127,0.159977037,0.016006867,0.079112802
0.25,0.085328148,0.160232956,0.016055684,0.079286663
0.249,0.085520284,0.160507318,0.01610855,0.079452003
0.248,0.085693266,0.160775931,0.016159311,0.0796194
0.247,0.085887513,0.161038125,0.016210498,0.07978624
0.246,0.086058102,0.161299587,0.016261812,0.079964587
0.245,0.086246411,0.161569012,0.016319933,0.080141136
0.244,0.086436226,0.161863878,0.016370894,0.080317175
0.243,0.086621364,0.162121212,0.016426658,0.080485131
0.242,0.086805173,0.162404975,0.016479337,0.08065492
0.241,0.086983831,0.162666667,0.01653398,0.080834419
0.24,0.087167597,0.162953279,0.016587615,0.081012625
0.239,0.087365432,0.163247863,0.016640514,0.081200059
0.238,0.087553186,0.163500371,0.016691378,0.0813842
0.237,0.087746181,0.163772806,0.016745339,0.081553927
0.236,0.087935353,0.164048357,0.016799403,0.081720014
0.235,0.088121781,0.164327485,0.016852158,0.081891071
0.234,0.088327203,0.164609189,0.016909382,0.082063435
0.233,0.088517635,0.164889152,0.016964489,0.082251902
0.232,0.088715884,0.165159161,0.017018279,0.082428167
0.231,0.088903824,0.165441303,0.017072422,0.082591416
0.23,0.089086022,0.165714286,0.017126928,0.082779271
0.229,0.089300273,0.165998767,0.017182829,0.082961334
0.228,0.089489104,0.166300366,0.017237846,0.083134231
0.227,0.089682826,0.166603598,0.017295752,0.083294003
0.226,0.089884934,0.166790886,0.017349927,0.083483719
0.225,0.090074092,0.167085709,0.017407662,0.083671027
0.224,0.090272838,0.167381476,0.017464136,0.083863065
0.223,0.090468811,0.167661692,0.017521231,0.084054822
0.222,0.090663654,0.167960528,0.017577338,0.084238982
0.221,0.090861806,0.168262882,0.01763509,0.084415051
0.22,0.091073318,0.16854083,0.017695887,0.084598009
0.219,0.091275781,0.168829325,0.017753799,0.084775823
0.218,0.091483954,0.169110725,0.01781539,0.08495657
0.217,0.091694234,0.169394805,0.017873576,0.085157228
0.216,0.091902167,0.169717847,0.017935298,0.085345675
0.215,0.092111591,0.17,0.017996744,0.085544285
0.214,0.092327269,0.170284238,0.018057057,0.085740033
0.213,0.092525142,0.170568158,0.018115017,0.085930391
0.212,0.092736206,0.170868347,0.018174278,0.086122584
0.211,0.092939064,0.171171199,0.018235411,0.08632878
0.21,0.093150997,0.171453901,0.018298196,0.086519555
0.209,0.093352604,0.171779831,0.018362987,0.086725852
0.208,0.093568009,0.172102384,0.018419321,0.086928778
0.207,0.093775108,0.17241788,0.018483984,0.087123944
0.206,0.09398139,0.172733443,0.018548629,0.087312323
0.205,0.094193478,0.173039216,0.018612814,0.087522364
0.204,0.094409374,0.173334836,0.018676385,0.087716856
0.203,0.094624687,0.173670771,0.018733903,0.087914641
0.202,0.094834497,0.17398374,0.018800336,0.088110031
0.201,0.095052111,0.174269064,0.018861375,0.088323384
0.2,0.095274956,0.174564835,0.0189269,0.088520933
0.199,0.095482323,0.174882538,0.018992709,0.088705497
0.198,0.095700693,0.175196152,0.019053573,0.088916284
0.197,0.095909259,0.17550686,0.019115598,0.089117684
0.196,0.0961041,0.175833333,0.019182376,0.089326579
0.195,0.096319757,0.176150165,0.019250398,0.089549595
0.194,0.096546721,0.176474595,0.019318728,0.089751581
0.193,0.096764754,0.176773834,0.01938736,0.089959367
0.192,0.096989812,0.177103381,0.019453237,0.090173228
0.191,0.097203597,0.177416629,0.019519204,0.090382341
0.19,0.097437279,0.177749841,0.019585269,0.09060547
0.189,0.097658558,0.178078387,0.019650215,0.090795415
0.188,0.097868882,0.178431373,0.019718444,0.091019075
0.187,0.098110821,0.178764336,0.01978741,0.091241864
0.186,0.09834092,0.179119802,0.019863089,0.091453221
0.185,0.098558027,0.179432624,0.019935054,0.091669645
0.184,0.098785515,0.179795987,0.020003622,0.091902864
0.183,0.099013967,0.180128205,0.02007495,0.092125453
0.182,0.099245072,0.180465941,0.020145384,0.092346022
0.181,0.099484076,0.180827947,0.020217606,0.092571379
0.18,0.09971255,0.18114139,0.020289267,0.092802243
0.179,0.099954228,0.181486119,0.020364455,0.093039273
0.178,0.100188221,0.181835782,0.020436922,0.093275206
0.177,0.100417322,0.182195542,0.020512353,0.093494546
0.176,0.10064946,0.182539683,0.020590675,0.093729482
0.175,0.100897897,0.182888243,0.020663969,0.093970575
0.174,0.101139972,0.183237298,0.020735593,0.094193737
0.173,0.101376464,0.183565891,0.020808708,0.094418253
0.172,0.101606791,0.183939394,0.020883749,0.094623691
0.171,0.101832427,0.184313725,0.020959828,0.09486287
0.17,0.102084545,0.184654472,0.021039335,0.09509459
0.169,0.10232311,0.185013321,0.021115626,0.09533368
0.168,0.102573398,0.185347572,0.021197427,0.095550223
0.167,0.102837571,0.185714286,0.0212725,0.095798189
0.166,0.103090598,0.18608236,0.021345244,0.096043927
0.165,0.103310707,0.186467206,0.021426216,0.09628317
0.164,0.103570236,0.186792604,0.021499804,0.096530879
0.163,0.103816582,0.18715893,0.021578438,0.096792486
0.162,0.10407004,0.1875,0.021659116,0.097042323
0.161,0.104321336,0.187872129,0.021737963,0.097292719
0.16,0.104565243,0.188275212,0.021815666,0.097525919
0.159,0.104819406,0.188659794,0.021899958,0.09776738
0.158,0.105097507,0.189012926,0.021979289,0.098018389
0.157,0.105370287,0.189383774,0.022058841,0.09827146
0.156,0.10563816,0.189767932,0.022146928,0.09851317
0.155,0.105880921,0.190152035,0.022230184,0.098772043
0.154,0.106155803,0.190535524,0.022319825,0.099037289
0.153,0.106430717,0.190952381,0.022401504,0.09930957
0.152,0.106698355,0.191345521,0.022484885,0.099560714
0.151,0.106963266,0.191705178,0.022567364,0.099821878
0.15,0.107233883,0.192099032,0.022658803,0.100090374
0.149,0.107498784,0.192477333,0.022752455,0.100350653
0.148,0.10774813,0.1928688,0.022840593,0.10062615
0.147,0.108019789,0.193269412,0.022923064,0.100903602
0.146,0.108307663,0.19365722,0.023010252,0.101181564
0.145,0.108572542,0.194069092,0.023092142,0.101463045
0.144,0.108842408,0.194493499,0.023182223,0.101730573
0.143,0.109101184,0.194910897,0.023272936,0.1020014
0.142,0.109387042,0.195293439,0.023369596,0.102266283
0.141,0.109655058,0.195743582,0.023472611,0.102546324
0.14,0.109944412,0.196116815,0.023572909,0.102827546
0.139,0.110232825,0.196537009,0.02366196,0.103135195
0.138,0.110496674,0.196969697,0.023754852,0.103406746
0.137,0.110775682,0.197440307,0.023853864,0.103694311
0.136,0.111050557,0.197845729,0.023950753,0.103969298
0.135,0.111334082,0.198263723,0.024049164,0.104248583
0.134,0.111621007,0.19872911,0.024146508,0.104534158
0.133,0.111920123,0.199156598,0.024248086,0.104829118
0.132,0.112206871,0.199555611,0.024342997,0.105104333
0.131,0.112502763,0.2,0.024444111,0.105411267
0.13,0.112794819,0.20043033,0.024548274,0.1057433
0.129,0.113096003,0.200888406,0.024652774,0.106049072
0.128,0.113411593,0.201336104,0.024762925,0.106356897
0.127,0.113725967,0.201783045,0.0248649,0.106641287
0.126,0.114021684,0.202251082,0.024964909,0.106951
0.125,0.11433128,0.202722544,0.025071555,0.107279073
0.124,0.114628932,0.203182696,0.025181817,0.107589786
0.123,0.114928127,0.203651553,0.025289691,0.107918372
0.122,0.115241958,0.204127967,0.025402704,0.108259064
0.121,0.115522416,0.204575163,0.025512403,0.108553899
0.12,0.115839664,0.205027355,0.0256266,0.108856579
0.119,0.116157008,0.205494505,0.02573264,0.109179399
0.118,0.116469663,0.205952381,0.025840202,0.109504514
0.117,0.116792772,0.206410256,0.025955112,0.109842457
0.116,0.117129885,0.206862745,0.026067223,0.110162816
0.115,0.117456286,0.207387178,0.026188224,0.110462749
0.114,0.11776438,0.207871065,0.026295914,0.110811625
0.113,0.118088183,0.208379211,0.026409654,0.111171656
0.112,0.118411731,0.208874615,0.026517051,0.111513222
0.111,0.118740824,0.209386988,0.026629886,0.111867098
0.11,0.119089683,0.209935897,0.026742755,0.112230474
0.109,0.119417973,0.210459693,0.026859191,0.112579457
0.108,0.119775337,0.210952381,0.026975253,0.112918554
0.107,0.120098887,0.211411276,0.027103675,0.113284844
0.106,0.12046161,0.211960784,0.02722924,0.113634807
0.105,0.120811214,0.212528022,0.027357351,0.113987488
0.104,0.121171596,0.213104375,0.027480029,0.114358382
0.103,0.121504273,0.213583557,0.027606974,0.114711402
0.102,0.121860919,0.214103453,0.027744805,0.115070897
0.101,0.122214946,0.214637759,0.027876164,0.115464572
0.1,0.122579089,0.21518859,0.028002879,0.115823522
0.099,0.122952956,0.215733089,0.028137843,0.116197497
0.098,0.123335789,0.216296386,0.028270214,0.11658017
0.097,0.123707392,0.216828665,0.028401467,0.11696855
0.096,0.124063763,0.217423973,0.028539418,0.117364522
0.095,0.124429847,0.217967338,0.028671959,0.117765388
0.094,0.124777452,0.218518519,0.028811624,0.118167416
0.093,0.125143038,0.219125683,0.028953737,0.118520039
0.092,0.125514149,0.219735758,0.029094192,0.118937979
0.091,0.125896043,0.220340381,0.029243355,0.119312739
0.09,0.126293397,0.220924574,0.029386833,0.119738687
0.089,0.126662871,0.221523238,0.029540622,0.120172881
0.088,0.127039139,0.222121212,0.029684856,0.120567088
0.087,0.127462516,0.222647528,0.029838121,0.120986129
0.086,0.127883685,0.223276444,0.029990785,0.121400329
0.085,0.128309271,0.223902947,0.030156173,0.121809938
0.084,0.128734772,0.224519201,0.030312532,0.122233951
0.083,0.129150371,0.225108225,0.030477182,0.122670862
0.082,0.129572547,0.225757576,0.030632106,0.123137697
0.081,0.129996357,0.226433734,0.030792713,0.123587183
0.08,0.130413487,0.227069565,0.030971751,0.124029224
0.079,0.130819632,0.227743895,0.031146613,0.124475751
0.078,0.131270625,0.228402806,0.031327077,0.124916917
0.077,0.131704547,0.229058114,0.031511012,0.125382344
0.076,0.132164101,0.229741934,0.031701839,0.125849707
0.075,0.13260228,0.230451822,0.031871599,0.12632265
0.074,0.133064338,0.231167883,0.032056903,0.126810783
0.073,0.133532332,0.231905025,0.03222386,0.127293305
0.072,0.133999017,0.232666667,0.032411606,0.127780385
0.071,0.134474407,0.233333569,0.032600901,0.128267447
0.07,0.134944574,0.234130854,0.032806282,0.128747126
0.069,0.135410374,0.234895575,0.033011343,0.129266875
0.068,0.135922461,0.23565083,0.033200536,0.129792483
0.067,0.13640324,0.236323416,0.033416362,0.130292986
0.066,0.136885809,0.237056277,0.033608254,0.130821858
0.065,0.137372377,0.237777778,0.033810897,0.13138701
0.064,0.137904787,0.238537452,0.034011783,0.131907231
0.063,0.138444071,0.23935081,0.034218802,0.132456552
0.062,0.138963909,0.240118387,0.03443788,0.132981852
0.061,0.139499468,0.240946671,0.034662788,0.133533778
0.06,0.140019703,0.241774075,0.034887088,0.134112383
0.059,0.140552142,0.242661476,0.035103184,0.134686653
0.058,0.141072867,0.243475494,0.035330386,0.135291035
0.057,0.141646089,0.244360195,0.035554704,0.135876031
0.056,0.142218831,0.245234202,0.035799987,0.13649229
0.055,0.142785672,0.246159277,0.036051096,0.137120347
0.054,0.14336121,0.247114731,0.036284289,0.137759585
0.053,0.14393375,0.248037423,0.036520083,0.138419418
0.052,0.144578249,0.249026262,0.036786159,0.139058062
0.051,0.145199845,0.25,0.037054755,0.139722017
0.05,0.145834362,0.250913645,0.03733041,0.140372191
0.049,0.146497706,0.251923408,0.037611684,0.141040051
0.048,0.1471591,0.252884641,0.037902413,0.141736529
0.047,0.147800284,0.253871818,0.038206247,0.142434354
0.046,0.148482355,0.25489915,0.03849563,0.143194291
0.045,0.149155093,0.255906795,0.038827273,0.143967143
0.044,0.149840872,0.256930648,0.03912972,0.144704919
0.043,0.150538844,0.258134273,0.039468158,0.14546855
0.042,0.151290911,0.259290161,0.039808444,0.146260771
0.041,0.152041728,0.260416667,0.040162828,0.147012521
0.04,0.152751409,0.261575495,0.040498401,0.147823291
0.039,0.153545531,0.262739088,0.040857235,0.148646279
0.038,0.154328774,0.263939572,0.041223108,0.149509007
0.037,0.155118604,0.265171263,0.041605777,0.15042056
0.036,0.155904102,0.266396569,0.042005176,0.151309811
0.035,0.156709775,0.267648509,0.042423421,0.152203949
0.034,0.15757422,0.268899643,0.042846582,0.153133481
0.033,0.158457706,0.270238095,0.043257627,0.154157372
0.032,0.159395593,0.271666815,0.043700858,0.155222712
0.031,0.160313451,0.273222587,0.044173563,0.156292933
0.03,0.161296235,0.274759885,0.044636482,0.157342659
0.029,0.162241345,0.276330655,0.045109255,0.158422986
0.028,0.16331762,0.277891216,0.045598714,0.159620139
0.027,0.164387885,0.27951077,0.046116745,0.160760767
0.026,0.165490343,0.281218831,0.046664541,0.16190586
0.025,0.166587618,0.283030303,0.04726516,0.163139958
0.024,0.167775051,0.284848485,0.047873897,0.164443115
0.023,0.168988406,0.286843664,0.048481746,0.165785093
0.022,0.17026877,0.288793579,0.049143227,0.167173659
0.021,0.171499172,0.290838929,0.049853222,0.168674886
0.02,0.172853039,0.293075676,0.0505364,0.170359853
0.019,0.174288263,0.295391303,0.051285848,0.171899532
0.018,0.175804793,0.297758696,0.052046474,0.173458921
0.017,0.177334087,0.300253801,0.052881058,0.175214404
0.016,0.178881285,0.303030303,0.053710922,0.177139006
0.015,0.180707813,0.305837668,0.054688681,0.179111595
0.014,0.182571025,0.308872923,0.055769508,0.181350827
0.013,0.18455502,0.312023891,0.056749965,0.183526718
0.012,0.186667987,0.315558139,0.057900625,0.186054159
0.011,0.189091495,0.31932449,0.059136011,0.1886715
0.01,0.191631015,0.323242736,0.060443554,0.191475272
0.009,0.194384855,0.327446603,0.061946299,0.19441498
0.008,0.197300212,0.332407442,0.063596919,0.197725795
0.007,0.200613504,0.337446023,0.065504924,0.2013077
0.006,0.204317692,0.343162469,0.067637721,0.205532772
0.005,0.208465703,0.350062197,0.070247205,0.210387088
